#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1017683	195	983	-	aadA5_1	1-789/789	===============	0/0	100.00	99.87	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1020606	1	541	+	aac(3)-IIa_1	272-812/861	....===========	0/0	62.83	99.44	resfinder	X51534	aac(3)-IIa	Gentamicin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1038760	1	862	+	mph(G)_1	24-885/885	===============	0/0	97.40	89.91	resfinder	AB571865	mph(G)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1051140	124	924	+	blaOXA-205_1	1-801/801	===============	0/0	100.00	99.50	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1061628	1257	1913	+	qnrS2_1	1-657/657	===============	0/0	100.00	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1070451	263	757	-	lnu(C)_1	1-495/495	===============	0/0	100.00	99.19	resfinder	AY928180	lnu(C)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_10728	148	960	+	aadA2_1	7-819/819	===============	0/0	99.27	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_10728	1438	2304	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1075632	1358	2239	+	blaPAU-1_1	1-882/882	===============	0/0	100.00	96.60	resfinder	MH053445	blaPAU-1	Amoxicillin;Ampicillin;Piperacillin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1081614	2907	3737	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4	
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1097242	330	1133	-	blaOXA-129_1	1-804/804	===============	0/0	100.00	100.00	resfinder	FJWZ01000025	blaOXA-129	
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1110651	1	1284	-	msr(D)_3	21-1304/1464	==============.	0/0	87.70	92.21	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1120229	391	1245	-	erm(X)_1	1-855/855	========/======	2/2	99.88	99.18	resfinder	M36726	erm(X)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1133818	142	1368	-	ere(D)_1	1-1227/1227	===============	0/0	100.00	98.53	resfinder	KP265721	ere(D)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1145067	424	2343	+	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.64	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1145351	148	1359	+	cmlB1_1	1-1212/1266	===============	0/0	95.73	87.05	resfinder	AM296481	cmlB1	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_1153066	1725	2348	+	cat_2	1-624/624	===============	0/0	100.00	96.95	resfinder	M35190	cat	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_115685	33	704	+	aadD_1	1-672/771	==============.	0/0	87.16	98.51	resfinder	AF181950	aadD	Amikacin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_119375	494	1294	+	erm(F)_3	1-801/801	===============	0/0	100.00	100.00	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_119375	1507	2673	-	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.91	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_124417	779	2698	+	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.95	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_124998	6317	7540	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	92.73	resfinder	AB571865	mef(C)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815527.contigs.fa	k141_124998	7544	8428	+	mph(G)_1	1-885/885	===============	0/0	100.00	89.49	resfinder	AB571865	mph(G)	Erythromycin
