#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_11429	1210	2436	+	cfr(C)_2	1-1227/1251	===============	0/0	98.08	99.43	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_16446	1	543	+	aadA13_1	256-798/798	....===========	0/0	68.05	100.00	resfinder	AY713504	aadA13	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_1670	1	530	-	ant(2'')-Ia_1	1-530/534	===============	0/0	99.25	99.62	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_17306	1068	1562	+	lnu(D)_1	1-495/495	===============	0/0	100.00	84.04	resfinder	EF452177	lnu(D)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_1894	1340	2815	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_1894	2871	3755	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_19390	232	993	+	erm(B)_18	1-762/762	========/======	2/2	99.87	99.34	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_2222	1	830	-	aph(6)-Id_1	1-830/837	===============	0/0	99.16	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_2222	830	1632	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_24743	221	2140	-	tet(W)_4	1-1920/1920	===============	0/0	100.00	99.01	resfinder	FN396364	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_25137	1	1183	-	tet(39)_2	1-1183/1188	===============	0/0	99.58	99.92	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_2562	601	1791	-	tet(C)_3	1-1191/1191	===============	0/0	100.00	99.58	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_26075	550	1517	+	mef(A)_1	1-968/1218	============...	0/0	79.47	92.97	resfinder	AJ971089	mef(A)	Azithromycin;Erythromycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_27593	865	1731	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_3019	1	526	+	aph(3')-III_1	20-545/795	===========....	0/0	66.16	100.00	resfinder	M26832	aph(3')-III	Amikacin;Butirosin;Isepamicin;Kanamycin;Lividomycin;Neomycin;Paromomycin;Ribostamycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_3408	572	2030	+	msr(D)_3	1-1459/1464	===============	0/0	99.66	98.22	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_5847	694	1098	-	lnu(C)_1	91-495/495	..=============	0/0	81.82	97.04	resfinder	AY928180	lnu(C)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_7688	39	1958	-	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.58	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938311.contigs.fa	k141_9941	86	901	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
