#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_113601	418	1170	-	blaOXA-464_1	10-762/762	===============	0/0	98.82	81.67	resfinder	KU721146	blaOXA-464	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_1245	195	1058	+	blaGES-5_1	1-864/864	===============	0/0	100.00	100.00	resfinder	DQ236171	blaGES-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_131181	121	921	+	blaOXA-20_2	1-801/801	===============	0/0	100.00	100.00	resfinder	AF024602	blaOXA-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_13499	5525	6340	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_15798	2339	3304	+	cfxA3_1	1-966/966	===============	0/0	100.00	99.90	resfinder	AF472622	cfxA3	Ampicillin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_165995	208	1011	-	blaOXA-129_1	1-804/804	===============	0/0	100.00	99.88	resfinder	FJWZ01000025	blaOXA-129	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_168818	985	2904	+	tet(32)_2	1-1920/1920	===============	0/0	100.00	99.84	resfinder	EF626943	tet(32)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_16913	1	582	+	erm(X)_1	274-855/855	....====/======	2/2	67.95	98.97	resfinder	M36726	erm(X)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_17207	557	2476	-	tet(W)_4	1-1920/1920	===============	0/0	100.00	99.69	resfinder	FN396364	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_182140	134	732	+	blaOXA-9_1	1-599/825	===========....	0/0	72.61	99.83	resfinder	KQ089875	blaOXA-9	Amoxicillin;Ampicillin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_187670	204	1103	+	aph(2'')-Ib_3	1-900/900	===============	0/0	100.00	98.78	resfinder	KF652098	aph(2'')-Ib	Amikacin;Gentamicin;Kanamycin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_187670	1147	1683	+	aac(6')-Im_1	1-537/537	===============	0/0	100.00	96.28	resfinder	AF337947	aac(6')-Im	Amikacin;Netilmicin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_195097	291	914	+	catP_1	1-624/624	===============	0/0	100.00	100.00	resfinder	U15027	catP	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_201523	229	831	+	aph(3')-Ia_1	1-603/816	============...	0/0	73.90	100.00	resfinder	V00359	aph(3')-Ia	Kanamycin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_205358	11818	12497	+	erm(B)_18	20-699/762	==============.	0/0	89.24	99.71	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_211244	4443	6362	-	tet(M)_1	1-1920/1920	===============	0/0	100.00	99.79	resfinder	X92947	tet(M)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_243211	368	862	+	lnu(D)_1	1-495/495	===============	0/0	100.00	83.84	resfinder	EF452177	lnu(D)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_253896	428	2353	-	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.12	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_255058	977	1784	-	cfxA6_1	175-981/996	..======/======	3/5	80.82	85.68	resfinder	GQ342996	cfxA6	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_267085	1368	1900	+	nimA_1	1-531/531	========/======	2/2	100.00	98.31	resfinder	X71444	nimA	Metronidazole
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_273481	57	1979	+	tet(44)_2	1-1923/1923	===============	0/0	100.00	98.86	resfinder	FN594949	tet(44)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_338178	4	851	-	blaOXA-296_1	1-848/855	===============	0/0	99.18	97.17	resfinder	APOH01000009	blaOXA-296	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_349750	164	994	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_355202	3530	4163	-	cepA_6	260-893/903	....====/======	4/4	69.99	80.66	resfinder	FR688022	cepA	
/home/user/ww_amr_batch/contigs/SRR35815519.contigs.fa	k141_363192	448	1290	+	blaOXA-58_1	1-843/843	===============	0/0	100.00	100.00	resfinder	AY665723	blaOXA-58	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem
