#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_101919	403	1062	-	catQ_1	1-660/660	===============	0/0	100.00	98.48	resfinder	M55620	catQ	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_107264	1887	3848	+	tet(Q)_3	1-1963/1965	========/======	1/1	99.85	97.81	resfinder	U73497	tet(Q)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_107621	1	301	-	lnu(D)_1	1-301/495	==========.....	0/0	60.81	82.72	resfinder	EF452177	lnu(D)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_109275	105	902	+	aadA7_1	1-798/798	===============	0/0	100.00	99.62	resfinder	AF224733	aadA7	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_110889	135	956	+	lnu(F)_2	1-822/822	===============	0/0	100.00	98.17	resfinder	DQ836009	lnu(F)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_122128	1	730	+	lnu(F)_1	93-822/822	.==============	0/0	88.81	91.78	resfinder	EU118119	lnu(F)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_134637	1458	2321	-	blaGES-2_1	1-864/864	===============	0/0	100.00	100.00	resfinder	AF326355	blaGES-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_143982	168	956	+	aadA5_1	1-789/789	===============	0/0	100.00	99.62	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_145796	1	593	-	mph(G)_1	1-593/885	===========....	0/0	67.01	89.38	resfinder	AB571865	mph(G)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_147988	243	1043	+	blaOXA-46_1	1-801/801	===============	0/0	100.00	99.75	resfinder	AF317511	blaOXA-46	Amoxicillin;Ampicillin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_148678	5619	6413	+	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin;Butirosin;Isepamicin;Kanamycin;Lividomycin;Neomycin;Paromomycin;Ribostamycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_157683	18438	19625	+	FloR_9	1-1188/1215	========/======	2/2	97.70	80.32	resfinder	CP042967	FloR	Chloramphenicol;Florfenicol
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_160339	347	841	-	lnu(C)_1	1-495/495	===============	0/0	100.00	99.19	resfinder	AY928180	lnu(C)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_163704	217	836	+	mph(F)_1	1-620/900	===========....	0/0	68.89	100.00	resfinder	AM260957	mph(F)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR29142451.contigs.fa	k141_168414	346	1146	-	blaOXA-10_1	1-801/801	===============	0/0	100.00	100.00	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
