#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_108786	3	790	+	ere(B)_1	244-1031/1260	..===========..	0/0	62.54	88.20	resfinder	A15097	ere(B)	Azithromycin;Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_110288	384	1512	-	CmlA7_1	186-1314/1314	..=============	0/0	85.92	100.00	resfinder	JQ639792	CmlA7	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_117636	655	1506	-	blaBEL-1_1	1-852/852	===============	0/0	100.00	100.00	resfinder	DQ089809	blaBEL-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_127879	1	781	+	tet(A)_3	420-1200/1200	.....==========	0/0	65.08	100.00	resfinder	AY196695	tet(A)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_133092	1	1202	-	ere(A)_2	26-1227/1227	===============	0/0	97.96	98.00	resfinder	AF099140	ere(A)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_133970	8494	9459	-	cfxA3_1	1-966/966	===============	0/0	100.00	100.00	resfinder	AF472622	cfxA3	Ampicillin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_138880	5833	6941	+	blaCMY-8b_1	39-1144/1149	========/======	1/3	96.26	82.60	resfinder	DQ094251	blaCMY-8b	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_145647	3436	4236	-	blaOXA-101_1	1-801/801	===============	0/0	100.00	99.88	resfinder	AM412777	blaOXA-101	Amoxicillin;Ampicillin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_149602	1	1340	+	tet(M)_8	581-1920/1920	....===========	0/0	69.79	98.28	resfinder	X04388	tet(M)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_150758	1	1051	+	mef(B)_1	180-1230/1230	..=============	0/0	85.45	92.86	resfinder	FJ196385	mef(B)	Azithromycin;Erythromycin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_166786	3232	5157	+	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.64	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_168722	373	1203	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4	
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_170576	168	968	-	blaOXA-205_1	1-801/801	===============	0/0	100.00	98.88	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_171261	1766	2422	+	qnrS2_1	1-657/657	===============	0/0	100.00	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_17524	2	635	+	cepA_6	260-893/903	....====/======	4/4	69.99	80.19	resfinder	FR688022	cepA	
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_212040	1	503	-	aadA2_1	18-520/819	==========.....	0/0	61.42	99.80	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_218651	61	906	-	aadA6_1	1-846/846	===============	0/0	100.00	99.64	resfinder	AF140629	aadA6	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_224538	8455	9217	+	erm(B)_18	1-762/762	========/======	1/1	100.00	99.61	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_233599	509	1261	-	blaOXA-464_1	10-762/762	===============	0/0	98.82	81.67	resfinder	KU721146	blaOXA-464	
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_237465	1511	2278	+	blaOXA-464_1	1-762/762	========/======	3/10	99.74	80.52	resfinder	KU721146	blaOXA-464	
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_266666	629	1795	+	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.91	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_266666	2008	2808	-	erm(F)_3	1-801/801	===============	0/0	100.00	100.00	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815520.contigs.fa	k141_26712	62	504	+	ARR-3_4	54-496/543	.=============.	0/0	81.58	99.55	resfinder	FM207631	ARR-3	Rifampicin
