#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_13008	457	1199	+	erm(B)_18	20-762/762	===============	0/0	97.51	99.73	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_14519	1	860	-	FloR_4	46-905/1215	============...	0/0	70.78	84.30	resfinder	CP136914	FloR	Chloramphenicol;Florfenicol
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_14570	1	719	-	tet(39)_2	1-719/1188	==========.....	0/0	60.52	99.72	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19204	12	1262	-	cfr(C)_2	1-1251/1251	===============	0/0	100.00	99.68	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19363	1861	3078	+	mef(A)_2	1-1218/1218	===============	0/0	100.00	95.07	resfinder	U83667	mef(A)	Azithromycin;Erythromycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19363	3198	4661	+	msr(D)_3	1-1464/1464	===============	0/0	100.00	98.36	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19562	15	860	+	aadA11_1	1-846/846	===============	0/0	100.00	96.34	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_2338	1855	2657	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_2338	2657	3493	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_23811	1	798	+	mph(A)_1	109-906/906	.==============	0/0	88.08	99.88	resfinder	D16251	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_25014	1	579	+	catB3_2	55-633/633	.==============	0/0	91.47	99.83	resfinder	U13880	catB3	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_25670	148	978	-	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4	
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_30857	283	1503	-	tet(40)_1	1-1221/1221	===============	0/0	100.00	99.51	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_32455	975	1469	-	lnu(D)_1	1-495/495	===============	0/0	100.00	83.64	resfinder	EF452177	lnu(D)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_35391	801	2720	+	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.69	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_36791	238	1184	-	tet(C)_3	245-1191/1191	...============	0/0	79.51	99.68	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_3759	299	1165	+	ant(6)-Ia_3	1-867/867	===============	0/0	100.00	99.89	resfinder	KF864551	ant(6)-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_42084	175	528	+	lnu(D)_1	1-354/495	===========....	0/0	71.52	100.00	resfinder	EF452177	lnu(D)	Lincomycin
/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_42318	624	2099	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
