#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_220601	6	811	-	mph(G)_1	28-833/885	===============	0/0	91.07	89.33	resfinder	AB571865	mph(G)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_283155	243	952	+	aph(6)-Id_1	1-710/837	=============..	0/0	84.83	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_304668	1	655	+	aadA11_2	43-697/792	==============.	0/0	82.70	98.17	resfinder	AJ567827	aadA11	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_310760	179	1402	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	94.36	resfinder	AB571865	mef(C)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_401648	141	941	+	blaOXA-205_1	1-801/801	===============	0/0	100.00	100.00	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_436253	1	544	-	aph(3'')-Ib_2	2-545/804	===========....	0/0	67.66	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_480763	1	487	+	erm(B)_1	252-738/738	.....==========	0/0	65.99	100.00	resfinder	JN899585	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_512259	105	683	-	blaBEL-1_1	274-852/852	....===========	0/0	67.96	99.66	resfinder	DQ089809	blaBEL-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_51420	219	1049	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4	
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_525227	557	2032	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_525227	2088	2972	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_575462	27	866	+	aadA6_1	1-840/846	===============	0/0	99.29	99.41	resfinder	AF140629	aadA6	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74551	1484	2224	-	blaIMP-5_1	1-741/741	===============	0/0	100.00	98.38	resfinder	AF290912	blaIMP-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	595	1395	+	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.50	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	1392	2203	+	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.51	resfinder	X02340	ant(3'')-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	2681	3547	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_96690	268	1008	-	blaIMP-33_1	1-741/741	===============	0/0	100.00	99.73	resfinder	JN848782	blaIMP-33	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
