#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_11383	1	511	+	qnrB19_1	16-526/645	=============..	0/0	79.22	100.00	resfinder	EU432277	qnrB19	Ciprofloxacin
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_16112	955	1821	-	ant(6)-Ia_3	1-867/867	===============	0/0	100.00	99.89	resfinder	KF864551	ant(6)-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_20258	32	769	-	erm(B)_12	1-738/738	===============	0/0	100.00	100.00	resfinder	U18931	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_21861	1564	2970	+	tet(O)_1	1-1407/1920	===========....	0/0	73.28	99.64	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_22124	292	1512	-	tet(40)_2	1-1221/1221	===============	0/0	100.00	99.84	resfinder	AM419751	tet(40)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_25780	214	1061	-	ant(3'')-Ia_1	125-972/972	.==============	0/0	87.24	98.58	resfinder	X02340	ant(3'')-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_35284	32	1207	-	tet(G)_2	1-1176/1176	===============	0/0	100.00	91.92	resfinder	AF133140	tet(G)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_3534	423	1259	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_3534	1259	2061	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_39343	326	803	+	catS_1	1-478/537	==============.	0/0	89.01	98.12	resfinder	X74948	catS	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_43038	266	1557	-	tet(M)_4	629-1920/1920	....===========	0/0	67.29	99.23	resfinder	X75073	tet(M)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_43159	1406	2924	+	tet(W)_1	1-1519/1920	============...	0/0	79.11	99.14	resfinder	DQ060146	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_44590	156	1236	+	CmlA9_1	1-1081/1215	==============.	0/0	88.97	99.35	resfinder	JN406319	CmlA9	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_50175	1	625	-	erm(X)_2	1-625/762	=============..	0/0	82.02	98.88	resfinder	X51472	erm(X)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_6012	1	702	-	sul2_14	19-720/819	==============.	0/0	85.71	98.86	resfinder	AJ514834	sul2	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_61305	1	801	-	cfr(C)_2	359-1159/1251	....==========.	0/0	64.03	100.00	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_65601	99	965	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR2938316.contigs.fa	k141_68965	64968	65462	-	lnu(C)_1	1-495/495	===============	0/0	100.00	99.19	resfinder	AY928180	lnu(C)	Lincomycin
