#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_100735	428	2353	-	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.01	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_114254	1	520	+	cat_2	9-528/624	=============..	0/0	83.33	96.54	resfinder	M35190	cat	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_140445	679	1411	-	ant(6)-Ia_3	135-867/867	..=============	0/0	84.54	99.73	resfinder	KF864551	ant(6)-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_161355	735	1901	+	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.91	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_161355	2114	2914	-	erm(F)_3	1-801/801	===============	0/0	100.00	99.88	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_174103	1	1383	+	tet(Q)_1	544-1926/1926	....===========	0/0	71.81	90.46	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_176608	361	1469	-	blaCMY-8b_1	39-1144/1149	========/======	1/3	96.26	82.87	resfinder	DQ094251	blaCMY-8b	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_179415	718	1708	-	cfxA6_1	6-996/996	===============	0/0	99.50	99.50	resfinder	GQ342996	cfxA6	
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_188087	2073	2867	+	blaOXA-427_1	1-795/795	===============	0/0	100.00	98.99	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
/home/user/ww_amr_batch/contigs/SRR35815516.contigs.fa	k141_19133	1616	2440	-	blaOXA-333_1	1-825/825	===============	0/0	100.00	97.82	resfinder	KF203107	blaOXA-333	
