#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_10773	156	559	+	qnrB19_1	1-404/645	==========.....	0/0	62.64	100.00	resfinder	EU432277	qnrB19	Ciprofloxacin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_11057	312	843	-	cat_2	93-624/624	..=============	0/0	85.26	96.43	resfinder	M35190	cat	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_11430	22	906	-	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_11430	962	2437	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_1351	262	669	-	catS_1	130-537/537	...============	0/0	75.98	98.53	resfinder	X74948	catS	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_16713	5030	6949	-	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.74	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_16922	1	543	-	catB3_2	50-592/633	.==============	0/0	85.78	100.00	resfinder	U13880	catB3	Chloramphenicol
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_17179	815	2734	-	tet(W)_4	1-1920/1920	===============	0/0	100.00	99.01	resfinder	FN396364	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_1766	184	945	-	aadA5_1	28-789/789	===============	0/0	96.58	99.61	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_17724	240	642	+	ant(2'')-Ia_1	1-403/534	============...	0/0	75.47	100.00	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_20008	4836	5638	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	99.88	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_20008	5638	6474	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_23190	6	559	+	blaOXA-2_1	194-747/828	...===========.	0/0	66.91	95.85	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin
/home/user/ww_amr_batch/contigs/SRR2938329.contigs.fa	k141_26167	1896	2633	+	erm(B)_12	1-738/738	===============	0/0	100.00	100.00	resfinder	U18931	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
