#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_10777	1	566	+	blaOXA-205_1	5-570/801	===========....	0/0	70.66	98.23	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_11291	1	1220	+	tet(40)_1	2-1221/1221	===============	0/0	99.92	99.67	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_132	1758	3677	-	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.58	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_14504	1	580	+	mph(A)_1	327-906/906	.....==========	0/0	64.02	100.00	resfinder	D16251	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_15185	1	709	+	aadA5_1	81-789/789	.==============	0/0	89.86	99.72	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_15485	102	917	+	sul2_2	1-816/816	===============	0/0	100.00	99.75	resfinder	AY034138	sul2	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_15708	96	629	-	ant(2'')-Ia_1	1-534/534	===============	0/0	100.00	100.00	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_17309	1	1185	-	cfr(C)_2	1-1187/1251	========/======	1/2	94.72	99.58	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_19264	63	1253	-	tet(C)_3	1-1191/1191	===============	0/0	100.00	99.92	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_20488	128	707	-	aac(6')-Ib_1	27-606/606	===============	0/0	95.71	99.83	resfinder	M21682	aac(6')-Ib	Amikacin;Kanamycin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_24329	7401	9320	-	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.53	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_4087	453	1062	-	erm(B)_1	129-738/738	..=============	0/0	82.66	99.84	resfinder	JN899585	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_4557	52	535	-	aac(3)-Ia_1	51-534/534	.==============	0/0	90.64	97.73	resfinder	X15852	aac(3)-Ia	Astromicin;Fortimicin;Gentamicin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_6414	291	1092	+	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_7765	107	565	+	aac(6')-Il_1	1-459/459	===============	0/0	100.00	100.00	resfinder	U13880	aac(6')-Il	Amikacin;Tobramycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_8330	1320	2204	-	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_8330	2260	3735	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_8506	1	585	+	blaOXA-1_1	247-831/831	....===========	0/0	70.40	99.83	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_8506	1111	1977	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_9358	1	795	-	aph(6)-Id_1	1-795/837	===============	0/0	94.98	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_9358	795	1597	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/home/user/ww_amr_batch/contigs/SRR2938312.contigs.fa	k141_9638	92	1279	-	tet(39)_2	1-1188/1188	===============	0/0	100.00	99.92	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline
